Work,Name,Date,Category,Region,Price (USD)
1840,Familiarity and the unknown 1 (2019),21st,Painting,North America,1200
1841,Familiarity and the unknown 2 (2019),21st,Painting,North America,1200
1842,"Viola Concerto: III, Jennifer Higdon, Composer (Unknown)",NA,Mixed Media,North America,800
1843,Pig (2021),21st,Painting,North America,800
1844,MONTE CARLO (Unknown),NA,Print,North America,900
1845,Address Unknown (2006),21st,Painting,North America,3000
1846,"20th C, Françoise Rival (1927-1990), Statue of a Standing Naked Woman in Plaster, 96 x 32.5 x 28 cm (20th C)",20th,Sculpture,Europe,1138.5
1847,"Unknown, 1900 (2018)",21st,"Drawing, Collage or other Work on Paper",Europe,282.5
1848,Friends (Unknown),NA,Painting,North America,9500
1849,Confidence in the Unknown (2019 (Updated by artist in March-2020)),21st,Painting,North America,14450
1850,Vista on Rt. 46 (2021),21st,Painting,North America,2000
1851,Sensational Shoes (Unknown),NA,Painting,North America,975
1852,Cookie (2021),21st,Painting,North America,800
1853,Like the Ocean Floor that will Remain Unknown (2020),21st,"Drawing, Collage or other Work on Paper",North America,900
1854,Bloom 11 (Unknown),NA,Painting,North America,1100
1855,My Spaceman (2020),21st,Painting,North America,2200
1856,Vineyard of Good and Evil (2018),21st,Painting,North America,2400
1857,Lost Lake (Unknown),NA,Mixed Media,North America,600
1858,Taos Mnt. (Unknown),NA,Painting,North America,400
1859,Willow Creek Rd. #2 (ca. 2021),21st,Painting,North America,700
1860,Killed Negative #55 / After Unknown Photographer (2021),21st,Painting,North America,8500
1861,Living World Series: Laughing and Chatting 三姑六婆 朱銘 (Unknown),NA,Painting,North America,3000
1862,Blue Moon (2020),21st,Painting,North America,1700
1863,Visual Clues tithe Unknown (Left) (2021),21st,Textile Arts,Oceania,442.5
1864,Taos Mnt. with Wild Roses (Unknown),NA,Mixed Media,North America,3600
1865,Wine Down (2019),21st,Painting,North America,2200
1866,Grandmother's Garden (Unknown),NA,Painting,North America,1800
1867,18th Century Old Master Italianate Landscape with Figures and Animals (18th Century),18th,Painting,North America,2750
1868,Colette ((Date unknown)),NA,Print,North America,300
1869,Heart Hill Paso Robles (2021),21st,Painting,North America,700
1870,Killed Negative #40 / After After Unknown Photographer (2021),21st,"Drawing, Collage or other Work on Paper",North America,1700
1871,Visual Clues tithe Unknown (Right) (2021),21st,Textile Arts,Oceania,442.5
1872,"Unknown, 1930 (2020)",21st,"Drawing, Collage or other Work on Paper",Europe,282.5
1873,Mills Game Board (1910-1920),20th,Painting,North America,4500
1874,Game Board (Late 19th century),19th,Painting,North America,5000
1875,Checkers Game Board (1880-1890),19th,Painting,North America,6500
1876,Peg Solitaire Game Board (ca. 1950s),20th,Sculpture,North America,3500
1877,Parcheesi Game Board (Early 20th century),20th,Painting,North America,5000
1878,Backgammon Game Board (Early 20th century),20th,Painting,North America,5000
1879,Solitaire Game Board (ca. 1900 -1910),20th,Painting,North America,3500
1880,Chinese Checkers Game Board (1930-1940),20th,Painting,North America,3500
1881,Ring Toss Game Board (Late 19th century),19th,Sculpture,North America,5000
1882,Folding Checkers Game Board (Late 19th to early 20th century),19th,Painting,North America,3500
1883,Untitled (unknown),NA,Sculpture,North America,250
1884,Untitled (Mouth) (unknown),NA,Textile Arts,North America,150
1885,Flint Mnt. (Unknown),NA,Painting,North America,1200
1886,San Miguel Portal Series II (Unknown),NA,Painting,North America,300
1887,"Unknown, 1925 (2019)",21st,"Drawing, Collage or other Work on Paper",Europe,282.5
1888,Checkers Game Board (1910-1920),20th,Painting,North America,3000
1889,Parcheesi Game Board (1920-1930),20th,Painting,North America,6000
1890,Mills Game Board (1930-1940),20th,Painting,North America,6500
1891,Parcheesi Game Board (Early 20th century),20th,Painting,North America,5000
1892,Chinese Checkers Game Board (1930 -1940),20th,Painting,North America,4000
1893,Checkers Game Board (Late 19th century),19th,Painting,North America,4000
1894,Parcheesi Game Board (Late 19th to early 20th century),19th,Painting,North America,6000
1895,Untitled (unknown),NA,"Drawing, Collage or other Work on Paper",North America,300
1896,Untitled (unknown),NA,"Drawing, Collage or other Work on Paper",North America,150
1897,Untitled (unknown),NA,Painting,North America,200
1898,San Miguel Portal Series I (Unknown),NA,Painting,North America,300
1899,San Miguel Portal Series III (Unknown),NA,Painting,North America,300
1900,Osmosis Night Garden (2020),21st,Painting,North America,9000
1901,Hachi Ni (year unknown),NA,Sculpture,North America,12000
1902,Birthday Wish (2020),21st,Painting,North America,3800
1903,The Staring Unknown (2020),21st,Painting,North America,1250
1904,Match (2021),21st,Painting,North America,1900
1905,Toevine Dionysus (2020),21st,Painting,North America,9000
1906,Willow Creek Road (2020),21st,Painting,North America,1400
1907,The Unknown (2020),21st,"Drawing, Collage or other Work on Paper",Europe,282.5
1908,Untitled Text Msg. (Unknown) (2007),21st,"Drawing, Collage or other Work on Paper",North America,18000
1909,"Operation Stokes / After Michael Light, After Unknown (2019)",21st,"Drawing, Collage or other Work on Paper",North America,6500
1910,Untitled (unknown),NA,"Drawing, Collage or other Work on Paper",North America,170
